5;air_base;4282.00;10.60;1202.00;6.25;0
5;naval_base;4322.00;9.60;1213.00;1.57;16653
5;naval_base;4293.00;9.85;1222.00;-3.73;14601
5;naval_base;4316.00;9.85;1221.00;-4.25;18793
5;naval_base;4300.00;9.85;1221.00;-2.96;14601
5;bunker;4290.00;10.57;1207.00;2.54;0
5;bunker;4291.00;10.05;1218.00;4.10;0
5;bunker;4317.00;9.93;1217.00;0.48;0
5;bunker;4307.00;10.03;1211.00;3.15;0
5;bunker;4314.00;9.98;1210.00;6.16;0
5;bunker;4294.00;10.60;1206.00;1.09;0
5;coastal_bunker;4298.00;9.85;1221.00;-3.73;0
5;coastal_bunker;4322.00;9.85;1214.00;1.57;0
5;coastal_bunker;4321.00;9.85;1221.00;-4.25;0
5;coastal_bunker;4300.00;9.85;1221.00;-2.96;0
5;dockyard;4321.00;9.60;1212.00;1.57;0
5;anti_air_building;4308.00;9.90;1219.00;0.04;0
5;anti_air_building;4300.00;9.90;1220.00;1.60;0
5;anti_air_building;4285.00;10.55;1209.00;5.72;0
5;synthetic_refinery;4289.00;10.50;1209.00;0.65;0
5;fuel_silo;4318.00;9.90;1214.00;4.77;0
5;radar_station;4302.00;10.20;1210.00;4.02;0
5;rocket_site;4295.00;10.25;1213.00;5.37;0
5;nuclear_reactor;4293.00;10.25;1214.00;3.21;0
3;air_base;4274.00;10.20;1225.00;1.59;0
3;naval_base;4276.00;10.03;1233.00;-3.61;17392
3;bunker;4278.00;10.18;1222.00;0.99;0
3;bunker;4251.00;11.00;1213.00;3.66;0
3;bunker;4259.00;10.65;1227.00;0.04;0
3;coastal_bunker;4278.00;9.98;1231.00;-3.61;0
3;dockyard;4284.00;9.93;1225.00;-4.15;0
3;anti_air_building;4272.00;10.40;1223.00;0.65;0
3;anti_air_building;4256.00;10.95;1214.00;4.77;0
3;anti_air_building;4259.00;10.68;1229.00;0.04;0
3;synthetic_refinery;4253.00;10.93;1222.00;4.17;0
3;fuel_silo;4263.00;10.53;1225.00;5.37;0
3;radar_station;4267.00;10.48;1222.00;6.19;0
3;rocket_site;4252.00;10.95;1216.00;1.16;0
3;nuclear_reactor;4261.00;10.45;1232.00;5.28;0
2;air_base;4257.00;10.40;1234.00;5.21;0
2;naval_base;4257.00;9.90;1240.00;-3.28;18787
2;naval_base;4222.00;9.50;1224.00;-0.79;18029
2;naval_base;4231.00;9.50;1209.00;-0.64;18815
2;bunker;4236.00;10.35;1230.00;3.66;0
2;bunker;4242.00;10.75;1217.00;0.04;0
2;bunker;4240.00;10.45;1207.00;1.60;0
2;bunker;4245.00;10.65;1228.00;5.72;0
2;bunker;4233.00;10.00;1212.00;0.65;0
2;coastal_bunker;4228.00;9.65;1219.00;-0.79;0
2;coastal_bunker;4232.00;9.50;1207.00;-0.64;0
2;coastal_bunker;4244.00;9.95;1240.00;-3.28;0
2;dockyard;4225.00;9.90;1231.00;-2.82;0
2;anti_air_building;4257.00;10.15;1236.00;3.21;0
2;anti_air_building;4233.00;10.07;1233.00;6.23;0
2;anti_air_building;4243.00;10.15;1237.00;1.16;0
2;synthetic_refinery;4234.00;10.00;1234.00;5.28;0
2;fuel_silo;4242.00;10.55;1205.00;0.55;0
2;radar_station;4242.00;10.73;1221.00;1.32;0
2;rocket_site;4238.00;10.18;1206.00;3.73;0
2;nuclear_reactor;4241.00;10.50;1206.00;3.83;0
4;naval_base;4271.00;9.95;1238.00;-3.73;17392
4;air_base;4266.00;10.10;1236.00;3.81;0
6;air_base;4270.00;10.60;1194.00;1.73;0
6;bunker;4277.00;10.50;1199.00;4.40;0
6;bunker;4262.00;10.82;1197.00;5.96;0
6;bunker;4269.00;10.60;1199.00;2.34;0
